read_id	rq	qv	read_length	iden
m21038_251018_074631/76354982/ccs	0.99997	45.2288	11905	99.74
m21038_251018_074631/95619775/ccs	0.990278	20.1224	8419	99.71
m21038_250917_082112/88934333/ccs	0.999942	42.3657	8206	99.72
m21038_250917_082112/28903005/ccs	0.998954	29.8047	14735	99.92
m21038_251018_074631/93782611/ccs	0.999368	31.9928	7977	99.75
m21038_251018_074631/188745389/ccs	1	60	4548	99.80
m21038_250917_082112/92538638/ccs	0.999948	42.84	10157	99.71
m21038_250917_082112/178520549/ccs	0.999883	39.3181	6118	99.75
m21038_250917_082112/51120407/ccs	0.998908	29.6178	7914	99.89
m21038_250917_082112/231016839/ccs	0.999947	42.7572	15514	99.73
m21038_250917_082112/143657302/ccs	0.999974	45.8503	3565	99.78
m21038_250917_082112/28055296/ccs	0.999692	35.1145	20698	99.84
m21038_251018_074631/187370524/ccs	0.999928	41.4267	6299	99.71
m21038_250917_082112/39128125/ccs	0.999872	38.9279	3669	99.81
m21038_251018_074631/187110834/ccs	0.999509	33.0892	20516	99.84
m21038_251018_074631/210829592/ccs	1	60	3398	99.85
m21038_251018_074631/264569553/ccs	0.999989	49.5861	10149	99.91
m21038_251018_074631/109055903/ccs	0.997136	25.4303	19315	99.84
m21038_250917_082112/80940954/ccs	0.999712	35.4061	16648	99.58
m21038_251018_074631/233507448/ccs	0.99986	38.5387	11101	99.76
m21038_250917_082112/161090418/ccs	0.999952	43.1876	4653	99.89
m21038_251018_074631/134873521/ccs	0.998766	29.0868	9032	99.70
m21038_251018_074631/151588126/ccs	0.999989	49.5861	2941	99.90
m21038_251018_074631/80286551/ccs	0.999772	36.4207	4637	99.87
m21038_251018_074631/165676906/ccs	0.994359	22.4864	14329	99.68
m21038_250917_082112/200215037/ccs	0.999974	45.8503	7963	99.90
m21038_250917_082112/73008952/ccs	0.999949	42.9243	6556	99.89
m21038_250917_082112/22808142/ccs	0.999877	39.1009	7888	99.71
m21038_250917_082112/42272814/ccs	0.999149	30.7007	14676	99.56
m21038_250917_082112/114234237/ccs	0.999854	38.3565	11507	99.81
m21038_250917_082112/25563218/ccs	0.999644	34.4855	4907	99.65
m21038_251018_074631/49023372/ccs	0.999652	34.5842	8031	99.73
m21038_251018_074631/97847007/ccs	0.999875	39.0309	8663	99.75
m21038_251018_074631/30083230/ccs	0.993138	21.6355	23970	99.67
m21038_251018_074631/63046714/ccs	0.999924	41.1919	13495	99.92
m21038_250917_082112/243925208/ccs	0.99843	28.041	35283	99.64
m21038_250917_082112/147065569/ccs	0.999957	43.6653	6710	99.93
m21038_251018_074631/82119106/ccs	0.999943	42.4413	3288	99.64
m21038_250917_082112/255526307/ccs	0.999983	47.6955	6576	99.70
m21038_251018_074631/52629848/ccs	0.999589	33.8616	3663	99.86
m21038_250917_082112/237242991/ccs	0.999764	36.2709	16747	99.82
m21038_250917_082112/244713384/ccs	0.999661	34.698	3864	99.92
m21038_250917_082112/222038613/ccs	0.995099	23.0972	12363	99.83
m21038_251018_074631/120787301/ccs	1	60	3668	99.62
m21038_250917_082112/205785469/ccs	0.998364	27.8622	22947	99.69
m21038_251018_074631/261818769/ccs	0.999913	40.6048	6396	99.94
m21038_251018_074631/81790425/ccs	0.999908	40.3621	4592	99.61
m21038_250917_082112/192873663/ccs	0.999267	31.349	4505	99.87
m21038_250917_082112/79433350/ccs	0.999777	36.517	12483	99.91
m21038_250917_082112/266143369/ccs	0.996824	24.9812	13350	99.85
m21038_250917_082112/149030592/ccs	0.999738	35.817	12589	99.76
m21038_250917_082112/248120384/ccs	0.999985	48.2391	8605	99.90
m21038_251018_074631/238357425/ccs	0.996229	24.2354	21982	99.67
m21038_251018_074631/215744757/ccs	0.999744	35.9176	22530	99.68
m21038_250917_082112/4457714/ccs	0.999681	34.9621	8813	99.42
m21038_251018_074631/133829117/ccs	0.999998	56.9897	2819	99.54
m21038_250917_082112/95228233/ccs	1	60	4989	99.94
m21038_250917_082112/112724569/ccs	0.999847	38.1531	5203	99.81
m21038_251018_074631/180423443/ccs	0.999994	52.2185	7164	99.90
m21038_251018_074631/118360798/ccs	0.999145	30.6803	2781	99.93
m21038_251018_074631/181341069/ccs	0.999999	60	3004	99.80
m21038_251018_074631/71503596/ccs	0.998674	28.7746	5060	99.92
m21038_250917_082112/153159086/ccs	0.999514	33.1336	27521	99.63
m21038_250917_082112/134354473/ccs	0.995318	23.2957	21482	99.55
m21038_251018_074631/68813435/ccs	0.997613	26.2215	5588	99.36
m21038_251018_074631/110757521/ccs	0.999514	33.1336	11142	99.80
m21038_251018_074631/165023394/ccs	0.999944	42.5181	3245	99.91
