read_id	rq	qv	read_length	iden
m21038_251024_072723/113118302/ccs	0.999076	30.3433	22148	99.72
m21038_251024_072723/120394544/ccs	0.999988	49.2082	10662	99.97
m21038_251024_072723/4067799/ccs	0.999979	46.7778	6353	99.53
m21038_251024_072723/219481419/ccs	0.999996	53.9794	3534	99.92
m21038_251024_072723/101520997/ccs	0.999943	42.4413	14716	99.91
m21038_250911_051612/171312364/ccs	0.999893	39.7062	10412	99.97
m21038_250911_051612/235930882/ccs	0.998528	28.3209	36389	99.68
m21038_251024_072723/256117427/ccs	0.999631	34.3297	25074	99.57
m21038_250911_051612/105907598/ccs	0.995849	23.8185	34225	99.66
m21038_251024_072723/74845653/ccs	0.995835	23.8038	25550	99.89
m21038_251024_072723/20382879/ccs	0.999085	30.3858	26521	99.93
m21038_250911_051612/259131123/ccs	0.999449	32.5885	27913	99.74
m21038_251024_072723/250349619/ccs	0.999817	37.3755	13779	99.91
m21038_250911_051612/22615576/ccs	0.999951	43.098	11174	99.90
m21038_251024_072723/119476090/ccs	0.999788	36.7366	14286	99.91
m21038_250911_051612/92410306/ccs	0.999809	37.1897	7698	99.66
m21038_250911_051612/79499197/ccs	0.999989	49.5861	9510	99.91
m21038_250911_051612/189596753/ccs	1	60	3563	99.89
m21038_251024_072723/55513811/ccs	0.999964	44.437	4649	99.91
m21038_250911_051612/160434250/ccs	0.996002	23.9816	6549	99.68
m21038_251024_072723/62197100/ccs	0.999982	47.4473	8302	99.76
m21038_250911_051612/242155668/ccs	0.995803	23.7706	9833	99.75
m21038_250911_051612/37556468/ccs	0.999987	48.8606	14792	99.97
m21038_250911_051612/79825572/ccs	0.99998	46.9897	12935	99.96
m21038_250911_051612/104663415/ccs	0.999991	50.4576	6893	99.75
m21038_251024_072723/116855176/ccs	0.999357	31.9179	24028	99.81
m21038_251024_072723/213320784/ccs	0.999831	37.7211	17865	99.81
m21038_250911_051612/139530462/ccs	0.99999	50	7322	99.92
m21038_251024_072723/186254933/ccs	0.999991	50.4576	7637	99.92
m21038_250911_051612/53021681/ccs	0.998978	29.9055	28923	99.58
m21038_251024_072723/111678843/ccs	0.998813	29.2555	21786	99.82
m21038_251024_072723/125833302/ccs	0.995145	23.1381	9201	99.84
m21038_251024_072723/247399329/ccs	0.99277	21.4086	27460	99.70
m21038_251024_072723/65932259/ccs	0.996824	24.9812	3768	99.95
m21038_251024_072723/78840839/ccs	0.998863	29.4424	25315	99.60
m21038_251024_072723/59774877/ccs	0.99817	27.3755	32928	99.93
m21038_250911_051612/184223310/ccs	0.994727	22.7794	12820	99.80
m21038_250911_051612/14422859/ccs	0.999814	37.3049	9414	99.84
m21038_250911_051612/248514205/ccs	0.999987	48.8606	8638	99.99
m21038_250911_051612/188877006/ccs	0.999893	39.7062	10665	99.87
m21038_250911_051612/102373046/ccs	0.999994	52.2185	7573	99.93
m21038_251024_072723/110953202/ccs	0.993822	22.0915	18313	99.54
m21038_251024_072723/37358889/ccs	0.998921	29.6698	8441	99.85
m21038_250911_051612/86185357/ccs	0.99941	32.2915	12122	99.87
m21038_251024_072723/214172547/ccs	0.999148	30.6956	10345	99.97
m21038_251024_072723/90639410/ccs	0.999961	44.0894	2824	100.00
m21038_250911_051612/36898600/ccs	0.997686	26.3564	9458	99.97
m21038_251024_072723/70913797/ccs	0.999724	35.5909	5635	99.88
m21038_250911_051612/30150996/ccs	0.99971	35.376	8159	99.93
m21038_251024_072723/111346401/ccs	0.999983	47.6955	14488	99.86
m21038_250911_051612/168756144/ccs	0.999903	40.1323	5740	100.00
m21038_250911_051612/157813721/ccs	0.999614	34.1341	13321	99.91
m21038_250911_051612/172626615/ccs	1	60	3402	100.00
m21038_251024_072723/137368826/ccs	0.999793	36.8403	13050	99.88
m21038_250911_051612/95748517/ccs	0.999978	46.5758	11832	99.97
m21038_251024_072723/108533624/ccs	0.997304	25.6928	14777	99.85
m21038_251024_072723/154142207/ccs	0.996975	25.1927	23133	99.59
m21038_251024_072723/43649001/ccs	0.997621	26.2361	24713	99.61
m21038_251024_072723/31462581/ccs	0.990595	20.2664	15963	99.39
m21038_250911_051612/21632663/ccs	0.999982	47.4473	8966	99.90
m21038_251024_072723/30545517/ccs	0.999794	36.8613	12515	99.88
m21038_251024_072723/105384284/ccs	1	60	5234	99.89
m21038_251024_072723/180814855/ccs	0.999996	53.9794	8915	99.92
m21038_251024_072723/10356217/ccs	0.99979	36.7778	6810	99.99
m21038_251024_072723/21106265/ccs	0.998102	27.217	26429	99.52
m21038_250911_051612/129174808/ccs	0.999963	44.318	6156	99.89
m21038_250911_051612/127800040/ccs	0.999999	60	7804	99.88
m21038_251024_072723/103551212/ccs	0.992743	21.3924	7140	99.87
m21038_250911_051612/164696548/ccs	1	60	4738	99.89
m21038_251024_072723/126490126/ccs	1	60	5357	99.98
m21038_251024_072723/189859214/ccs	0.999999	60	5459	99.87
m21038_250911_051612/153620428/ccs	0.999448	32.5806	17868	99.87
m21038_250911_051612/131858881/ccs	0.996978	25.1971	22066	99.57
m21038_250911_051612/179635937/ccs	0.999226	31.1126	4565	100.00
m21038_251024_072723/80677467/ccs	0.999945	42.5964	16637	99.86
m21038_251024_072723/77403735/ccs	0.999801	37.0115	4743	99.87
m21038_250911_051612/89133782/ccs	0.999992	50.9691	3574	100.00
m21038_250911_051612/203293862/ccs	0.999999	60	5560	99.87
m21038_251024_072723/35132251/ccs	0.996751	24.8825	5261	99.89
m21038_250911_051612/116590387/ccs	0.999965	44.5593	9472	99.97
m21038_251024_072723/19924895/ccs	0.999345	31.8376	20985	99.64
m21038_251024_072723/222759818/ccs	1	60	4131	99.88
m21038_251024_072723/253758018/ccs	0.993616	21.9491	36937	99.70
m21038_251024_072723/14159944/ccs	0.99866	28.729	24461	99.82
m21038_251024_072723/75564331/ccs	0.999801	37.0115	15261	99.73
m21038_250911_051612/133567757/ccs	0.999999	60	4725	99.87
m21038_250911_051612/197264484/ccs	0.999402	32.233	23201	99.84
m21038_251024_072723/172427227/ccs	0.999622	34.2251	7050	99.91
m21038_250911_051612/253559018/ccs	0.999894	39.7469	19292	99.93
m21038_250911_051612/65932036/ccs	0.999973	45.6864	5482	99.89
m21038_250911_051612/139136022/ccs	1	60	5765	99.88
m21038_250911_051612/64820574/ccs	1	60	2858	100.00
m21038_251024_072723/29690218/ccs	0.999748	35.986	17108	99.93
m21038_251024_072723/158663620/ccs	0.99466	22.7246	23347	99.76
m21038_251024_072723/35783012/ccs	0.99868	28.7943	18625	99.92
m21038_250911_051612/244058532/ccs	1	60	4536	99.89
